,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,C05,SYBR,,Unkn,,,27.2929548023079,27.2929548023079,0,NaN,NaN,NaN,0,55,
,C06,SYBR,,Unkn,,,27.1852341999231,27.1852341999231,0,NaN,NaN,NaN,0,55,
,C07,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,C08,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,C09,SYBR,,Unkn,,,17.6349264809068,17.6349264809068,0,NaN,NaN,NaN,0,55,
,C10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,C11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,C12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D01,SYBR,,Unkn,,,27.5272573598982,27.5272573598982,0,NaN,NaN,NaN,0,55,
,D02,SYBR,,Unkn,,,27.9677003559401,27.9677003559401,0,NaN,NaN,NaN,0,55,
,D03,SYBR,,Unkn,,,28.1278713859027,28.1278713859027,0,NaN,NaN,NaN,0,55,
,D04,SYBR,,Unkn,,,28.2676495615815,28.2676495615815,0,NaN,NaN,NaN,0,55,
,D05,SYBR,,Unkn,,,28.1794092605549,28.1794092605549,0,NaN,NaN,NaN,0,55,
,D06,SYBR,,Unkn,,,28.2236662228841,28.2236662228841,0,NaN,NaN,NaN,0,55,
,D07,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D08,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D09,SYBR,,Unkn,,,30.5256037948192,30.5256037948192,0,NaN,NaN,NaN,0,55,
,D10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E01,SYBR,,Unkn,,,28.0924554048385,28.0924554048385,0,NaN,NaN,NaN,0,55,
,E02,SYBR,,Unkn,,,28.0952867835629,28.0952867835629,0,NaN,NaN,NaN,0,55,
,E03,SYBR,,Unkn,,,27.8156788559576,27.8156788559576,0,NaN,NaN,NaN,0,55,
,E04,SYBR,,Unkn,,,27.6313963200625,27.6313963200625,0,NaN,NaN,NaN,0,55,
,E05,SYBR,,Unkn,,,28.0874583874605,28.0874583874605,0,NaN,NaN,NaN,0,55,
,E06,SYBR,,Unkn,,,27.7226977571624,27.7226977571624,0,NaN,NaN,NaN,0,55,
,E07,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E08,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E09,SYBR,,Unkn,,,30.2247111278668,30.2247111278668,0,NaN,NaN,NaN,0,55,
,E10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,F01,SYBR,,Unkn,,,26.9476416179022,26.9476416179022,0,NaN,NaN,NaN,0,55,
,F02,SYBR,,Unkn,,,27.0532688339941,27.0532688339941,0,NaN,NaN,NaN,0,55,
,F03,SYBR,,Unkn,,,26.4137658552905,26.4137658552905,0,NaN,NaN,NaN,0,55,
,F04,SYBR,,Unkn,,,26.4015017552039,26.4015017552039,0,NaN,NaN,NaN,0,55,
,F05,SYBR,,Unkn,,,26.1169459968746,26.1169459968746,0,NaN,NaN,NaN,0,55,
,F06,SYBR,,Unkn,,,26.1061169941326,26.1061169941326,0,NaN,NaN,NaN,0,55,
,F07,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,F08,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,F09,SYBR,,Unkn,,,24.915300574113,24.915300574113,0,NaN,NaN,NaN,0,55,
,F10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,F11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,F12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,G01,SYBR,,Unkn,,,27.195406985255,27.195406985255,0,NaN,NaN,NaN,0,55,
,G02,SYBR,,Unkn,,,27.1109966409951,27.1109966409951,0,NaN,NaN,NaN,0,55,
,G03,SYBR,,Unkn,,,27.4383574629571,27.4383574629571,0,NaN,NaN,NaN,0,55,
,G04,SYBR,,Unkn,,,27.4069183781699,27.4069183781699,0,NaN,NaN,NaN,0,55,
,G05,SYBR,,Unkn,,,27.2695979941161,27.2695979941161,0,NaN,NaN,NaN,0,55,
,G06,SYBR,,Unkn,,,27.241304696762,27.241304696762,0,NaN,NaN,NaN,0,55,
,G07,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,G08,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,G09,SYBR,,Unkn,,,29.9747672663249,29.9747672663249,0,NaN,NaN,NaN,0,55,
,G10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,G11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,G12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,H01,SYBR,,Unkn,,,27.0602629033046,27.0602629033046,0,NaN,NaN,NaN,0,55,
,H02,SYBR,,Unkn,,,26.9409919872777,26.9409919872777,0,NaN,NaN,NaN,0,55,
,H03,SYBR,,Unkn,,,27.0538628317363,27.0538628317363,0,NaN,NaN,NaN,0,55,
,H04,SYBR,,Unkn,,,27.5056256654069,27.5056256654069,0,NaN,NaN,NaN,0,55,
,H05,SYBR,,Unkn,,,27.4307610294798,27.4307610294798,0,NaN,NaN,NaN,0,55,
,H06,SYBR,,Unkn,,,27.5500060554197,27.5500060554197,0,NaN,NaN,NaN,0,55,
,H07,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,H08,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,H09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,H10,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,H11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,H12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
