,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,C02,SYBR,Chi3l3,Unkn,,,33.7687711940719,33.7687711940719,0,NaN,NaN,NaN,0,55,
,C03,SYBR,Chi3l3,Unkn,,,34.2536520087282,34.2536520087282,0,NaN,NaN,NaN,0,55,
,C04,SYBR,Chi3l3,Unkn,,,33.9542158140179,33.9542158140179,0,NaN,NaN,NaN,0,55,
,C05,SYBR,Chi3l3,Unkn,,,32.2857571626063,32.2857571626063,0,NaN,NaN,NaN,0,55,
,C06,SYBR,Chi3l3,Unkn,,,32.4625256682966,32.4625256682966,0,NaN,NaN,NaN,0,55,
,C07,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,C08,SYBR,Retnla,Unkn,,,37.2178405144039,37.2178405144039,0,NaN,NaN,NaN,0,55,
,C09,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,C10,SYBR,Retnla,Unkn,,,39.1899591665515,39.1899591665515,0,NaN,NaN,NaN,0,55,
,C11,SYBR,Retnla,Unkn,,,37.1351065251098,37.1351065251098,0,NaN,NaN,NaN,0,55,
,C12,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D01,SYBR,Chi3l3,Unkn,,,32.2908801319439,32.2908801319439,0,NaN,NaN,NaN,0,55,
,D02,SYBR,Chi3l3,Unkn,,,31.2973967502369,31.2973967502369,0,NaN,NaN,NaN,0,55,
,D03,SYBR,Chi3l3,Unkn,,,32.0475963574881,32.0475963574881,0,NaN,NaN,NaN,0,55,
,D04,SYBR,Chi3l3,Unkn,,,33.1644958103196,33.1644958103196,0,NaN,NaN,NaN,0,55,
,D05,SYBR,Chi3l3,Unkn,,,31.0243690696249,31.0243690696249,0,NaN,NaN,NaN,0,55,
,D06,SYBR,Chi3l3,Unkn,,,30.9958626517242,30.9958626517242,0,NaN,NaN,NaN,0,55,
,D07,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D08,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,D09,SYBR,Retnla,Unkn,,,35.0003628250075,35.0003628250075,0,NaN,NaN,NaN,0,55,
,D10,SYBR,Retnla,Unkn,,,39.7079146827853,39.7079146827853,0,NaN,NaN,NaN,0,55,
,D11,SYBR,Retnla,Unkn,,,38.6756288626885,38.6756288626885,0,NaN,NaN,NaN,0,55,
,D12,SYBR,Retnla,Unkn,,,39.1030393955567,39.1030393955567,0,NaN,NaN,NaN,0,55,
,E01,SYBR,Chi3l3,Unkn,,,31.8614636366754,31.8614636366754,0,NaN,NaN,NaN,0,55,
,E02,SYBR,Chi3l3,Unkn,,,32.0888684349835,32.0888684349835,0,NaN,NaN,NaN,0,55,
,E03,SYBR,Chi3l3,Unkn,,,33.3639378545682,33.3639378545682,0,NaN,NaN,NaN,0,55,
,E04,SYBR,Chi3l3,Unkn,,,32.1829256777285,32.1829256777285,0,NaN,NaN,NaN,0,55,
,E05,SYBR,Chi3l3,Unkn,,,31.0652734467458,31.0652734467458,0,NaN,NaN,NaN,0,55,
,E06,SYBR,Chi3l3,Unkn,,,31.1044304958036,31.1044304958036,0,NaN,NaN,NaN,0,55,
,E07,SYBR,Retnla,Unkn,,,39.8124695626032,39.8124695626032,0,NaN,NaN,NaN,0,55,
,E08,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E09,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E10,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,E11,SYBR,Retnla,Unkn,,,37.128290515664,37.128290515664,0,NaN,NaN,NaN,0,55,
,E12,SYBR,Retnla,Unkn,,,37.813921807074,37.813921807074,0,NaN,NaN,NaN,0,55,
,F01,SYBR,Chi3l3,Unkn,,,31.5558829559699,31.5558829559699,0,NaN,NaN,NaN,0,55,
,F02,SYBR,Chi3l3,Unkn,,,31.025365932229,31.025365932229,0,NaN,NaN,NaN,0,55,
,F03,SYBR,Chi3l3,Unkn,,,32.2359260267441,32.2359260267441,0,NaN,NaN,NaN,0,55,
,F04,SYBR,Chi3l3,Unkn,,,32.1548759660646,32.1548759660646,0,NaN,NaN,NaN,0,55,
,F05,SYBR,Chi3l3,Unkn,,,31.2042675037194,31.2042675037194,0,NaN,NaN,NaN,0,55,
,F06,SYBR,Chi3l3,Unkn,,,31.1790554591565,31.1790554591565,0,NaN,NaN,NaN,0,55,
,F07,SYBR,Retnla,Unkn,,,39.0612415850004,39.0612415850004,0,NaN,NaN,NaN,0,55,
,F08,SYBR,Retnla,Unkn,,,39.0274757061674,39.0274757061674,0,NaN,NaN,NaN,0,55,
,F09,SYBR,Retnla,Unkn,,,37.4081993258406,37.4081993258406,0,NaN,NaN,NaN,0,55,
,F10,SYBR,Retnla,Unkn,,,39.8576979585052,39.8576979585052,0,NaN,NaN,NaN,0,55,
,F11,SYBR,Retnla,Unkn,,,39.6886343216775,39.6886343216775,0,NaN,NaN,NaN,0,55,
,F12,SYBR,Retnla,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
,G01,SYBR,Chi3l3,Unkn,,,25.2127102162632,25.2127102162632,0,NaN,NaN,NaN,0,55,
,G02,SYBR,Chi3l3,Unkn,,,25.1502122977521,25.1502122977521,0,NaN,NaN,NaN,0,55,
,G03,SYBR,Chi3l3,Unkn,,,25.1918246020293,25.1918246020293,0,NaN,NaN,NaN,0,55,
,G04,SYBR,Chi3l3,Unkn,,,25.0778372645637,25.0778372645637,0,NaN,NaN,NaN,0,55,
,G05,SYBR,Chi3l3,Unkn,,,25.1585964022722,25.1585964022722,0,NaN,NaN,NaN,0,55,
,G06,SYBR,Chi3l3,Unkn,,,25.0767933013421,25.0767933013421,0,NaN,NaN,NaN,0,55,
,G07,SYBR,Retnla,Unkn,,,25.9005244719716,25.9005244719716,0,NaN,NaN,NaN,0,55,
,G08,SYBR,Retnla,Unkn,,,25.9110626949622,25.9110626949622,0,NaN,NaN,NaN,0,55,
,G09,SYBR,Retnla,Unkn,,,25.412491730508,25.412491730508,0,NaN,NaN,NaN,0,55,
,G10,SYBR,Retnla,Unkn,,,25.4708336185399,25.4708336185399,0,NaN,NaN,NaN,0,55,
,G11,SYBR,Retnla,Unkn,,,25.3465225449811,25.3465225449811,0,NaN,NaN,NaN,0,55,
,G12,SYBR,Retnla,Unkn,,,25.4113535174125,25.4113535174125,0,NaN,NaN,NaN,0,55,
,H01,SYBR,Chi3l3,Unkn,,,30.0630091316866,30.0630091316866,0,NaN,NaN,NaN,0,55,
,H02,SYBR,Chi3l3,Unkn,,,30.1155619200211,30.1155619200211,0,NaN,NaN,NaN,0,55,
,H03,SYBR,Chi3l3,Unkn,,,30.0593793724458,30.0593793724458,0,NaN,NaN,NaN,0,55,
,H04,SYBR,Chi3l3,Unkn,,,30.04840330872,30.04840330872,0,NaN,NaN,NaN,0,55,
,H05,SYBR,Chi3l3,Unkn,,,30.3502969740416,30.3502969740416,0,NaN,NaN,NaN,0,55,
,H06,SYBR,Chi3l3,Unkn,,,30.7997855346499,30.7997855346499,0,NaN,NaN,NaN,0,55,
,H07,SYBR,Retnla,Unkn,,,34.0792493505831,34.0792493505831,0,NaN,NaN,NaN,0,55,
,H08,SYBR,Retnla,Unkn,,,35.0580639589427,35.0580639589427,0,NaN,NaN,NaN,0,55,
,H09,SYBR,Retnla,Unkn,,,32.9287247702422,32.9287247702422,0,NaN,NaN,NaN,0,55,
,H10,SYBR,Retnla,Unkn,,,34.0784890473943,34.0784890473943,0,NaN,NaN,NaN,0,55,
,H11,SYBR,Retnla,Unkn,,,38.5352378259149,38.5352378259149,0,NaN,NaN,NaN,0,55,
,H12,SYBR,Retnla,Unkn,,,35.2127794195934,35.2127794195934,0,NaN,NaN,NaN,0,55,
